,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
303,Gurgaon,2014, Hyundai Elite i,SPORTZ (O) 1.4 Manual,"₹4,47,899","73,060 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-new-delhi-1008971969/
304,Gurgaon,2016, Maruti Ciaz,ZDI+ SHVS RS MT Manual,"₹6,05,099","75,956 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-new-delhi-1002184368/
305,Gurgaon,2013, Mercedes Benz E Class,E 220 CDI ELEGANCE Automatic,"₹12,45,499","53,334 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mercedes-benz-e-class-2013-cars-new-delhi-1013183521/
306,Gurgaon,2018, Ford Ecosport,1.5 TDCI TITANIUM PLUS Manual,"₹8,19,299","53,046 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-new-delhi-1007613360/
307,Gurgaon,2017, Hyundai Elite i,1.4 CRDI ASTA (O) Manual,"₹6,45,199","87,049 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-new-delhi-10004498797/
308,Gurgaon,2015, Hyundai Grand i,SPORTZ 1.1 CRDI Manual,"₹3,67,799","86,870 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-new-delhi-1002785164/
309,Gurgaon,2019, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹8,37,399","51,505 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-new-delhi-1009212065/
310,Gurgaon,2013, Maruti Swift,VDI Manual,"₹3,56,799","77,325 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-2013-cars-new-delhi-1100287647/
311,Gurgaon,2015, Maruti Swift,VDI Manual,"₹3,96,899","64,492 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-2015-cars-new-delhi-1000254862/
312,Gurgaon,2013, Maruti Swift Dzire,VDI BS IV Manual,"₹3,50,199","66,564 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-new-delhi-1007895707/
